,date,country,price
11104,2011-09-30,United Arab Emirates,-1.0
11105,2011-09-30,Austria,2.36
11106,2011-09-30,Australia,-5.94
11107,2011-09-30,Belgium,0.59
11108,2011-09-30,Bulgaria,-9.12
11109,2011-09-30,Brazil,10.46
11110,2011-09-30,Canada,1.81
11111,2011-09-30,Switzerland,3.57
11112,2011-09-30,Chile,1.36
11113,2011-09-30,China,-2.05
11114,2011-09-30,Colombia,9.0
11115,2011-09-30,Cyprus,-6.58
11116,2011-09-30,Czech Republic,-1.55
11117,2011-09-30,Germany,0.48
11118,2011-09-30,Denmark,-5.58
11119,2011-09-30,Estonia,1.47
11120,2011-09-30,Spain,-10.8
11121,2011-09-30,Finland,-0.84
11122,2011-09-30,France,3.69
11123,2011-09-30,United Kingdom,-6.47
11124,2011-09-30,Greece,-6.95
11125,2011-09-30,Hong Kong SAR,12.87
11126,2011-09-30,Croatia,-0.4
11127,2011-09-30,Hungary,-7.42
11128,2011-09-30,Indonesia,-0.11
11129,2011-09-30,Ireland,-21.69
11130,2011-09-30,Israel,6.49
11131,2011-09-30,India,8.63
11132,2011-09-30,Iceland,1.33
11133,2011-09-30,Italy,-1.9
11134,2011-09-30,Japan,0.09
11135,2011-09-30,Korea,2.0
11136,2011-09-30,Lithuania,2.21
11137,2011-09-30,Luxembourg,0.15
11138,2011-09-30,Latvia,8.11
11139,2011-09-30,Morocco,-0.75
11140,2011-09-30,"Macedonia, FYR",-3.53
11141,2011-09-30,Malta,-5.95
11142,2011-09-30,Mexico,0.55
11143,2011-09-30,Malaysia,6.24
11144,2011-09-30,Netherlands,-5.01
11145,2011-09-30,Norway,6.72
11146,2011-09-30,New Zealand,-1.86
11147,2011-09-30,Peru,15.16
11148,2011-09-30,Philippines,0.68
11149,2011-09-30,Poland,-4.42
11150,2011-09-30,Portugal,-8.37
11151,2011-09-30,Romania,-16.4
11152,2011-09-30,Serbia,-16.23
11153,2011-09-30,Russia,-26.66
11154,2011-09-30,Sweden,-0.94
11155,2011-09-30,Singapore,2.79
11156,2011-09-30,Slovenia,0.85
11157,2011-09-30,Slovak Republic,-4.51
11158,2011-09-30,Thailand,-1.84
11159,2011-09-30,Turkey,3.77
11160,2011-09-30,United States,-5.33
11161,2011-09-30,Euro area,-1.57
11162,2011-09-30,South Africa,-1.9
11163,2011-12-31,Emerging market economies,0.24
11164,2011-12-31,Advanced economies,-3.04
11165,2011-12-31,United Arab Emirates,4.56
11166,2011-12-31,Austria,1.51
11167,2011-12-31,Australia,-6.84
11168,2011-12-31,Belgium,-0.17
11169,2011-12-31,Bulgaria,-8.65
11170,2011-12-31,Brazil,8.96
11171,2011-12-31,Canada,2.6
11172,2011-12-31,Switzerland,5.1
11173,2011-12-31,Chile,1.17
11174,2011-12-31,China,-2.2
11175,2011-12-31,Colombia,2.9
11176,2011-12-31,Cyprus,-8.23
11177,2011-12-31,Czech Republic,-3.13
11178,2011-12-31,Germany,0.08
11179,2011-12-31,Denmark,-8.0
11180,2011-12-31,Estonia,7.37
11181,2011-12-31,Spain,-15.08
11182,2011-12-31,Finland,-0.91
11183,2011-12-31,France,1.22
11184,2011-12-31,United Kingdom,-5.65
11185,2011-12-31,Greece,-9.15
11186,2011-12-31,Hong Kong SAR,6.12
11187,2011-12-31,Croatia,-0.49
11188,2011-12-31,Hungary,-6.72
11189,2011-12-31,Indonesia,0.91
11190,2011-12-31,Ireland,-21.72
11191,2011-12-31,Israel,2.81
11192,2011-12-31,India,15.5
11193,2011-12-31,Iceland,2.67
11194,2011-12-31,Italy,-2.87
11195,2011-12-31,Japan,-0.69
11196,2011-12-31,Korea,2.95
11197,2011-12-31,Lithuania,1.52
11198,2011-12-31,Luxembourg,1.96
11199,2011-12-31,Latvia,1.5
11200,2011-12-31,Morocco,1.47
11201,2011-12-31,"Macedonia, FYR",-4.59
11202,2011-12-31,Malta,-0.98
11203,2011-12-31,Mexico,2.32
11204,2011-12-31,Malaysia,7.76
11205,2011-12-31,Netherlands,-5.8
11206,2011-12-31,Norway,7.05
11207,2011-12-31,New Zealand,0.96
11208,2011-12-31,Peru,12.78
11209,2011-12-31,Philippines,2.0
11210,2011-12-31,Poland,-5.15
11211,2011-12-31,Portugal,-10.98
11212,2011-12-31,Romania,-16.78
11213,2011-12-31,Serbia,-16.35
11214,2011-12-31,Russia,-24.63
11215,2011-12-31,Sweden,-3.83
11216,2011-12-31,Singapore,0.34
11217,2011-12-31,Slovenia,-1.1
11218,2011-12-31,Slovak Republic,-6.5
11219,2011-12-31,Thailand,-1.6
11220,2011-12-31,Turkey,1.74
11221,2011-12-31,United States,-3.95
11222,2011-12-31,Euro area,-3.08
11223,2011-12-31,South Africa,-2.08
11224,2012-03-31,Emerging market economies,2.78
11225,2012-03-31,Advanced economies,-1.96
11226,2012-03-31,United Arab Emirates,5.44
11227,2012-03-31,Austria,7.93
11228,2012-03-31,Australia,-4.19
11229,2012-03-31,Belgium,-0.09
11230,2012-03-31,Bulgaria,-5.63
11231,2012-03-31,Brazil,7.94
11232,2012-03-31,Canada,2.33
11233,2012-03-31,Switzerland,6.42
11234,2012-03-31,Chile,0.1
11235,2012-03-31,China,-3.49
11236,2012-03-31,Colombia,7.89
11237,2012-03-31,Cyprus,-7.95
11238,2012-03-31,Czech Republic,-5.03
11239,2012-03-31,Germany,0.32
11240,2012-03-31,Denmark,-7.11
11241,2012-03-31,Estonia,2.76
11242,2012-03-31,Spain,-15.83
11243,2012-03-31,Finland,-0.46
11244,2012-03-31,France,-0.56
11245,2012-03-31,United Kingdom,-3.81
11246,2012-03-31,Greece,-12.32
11247,2012-03-31,Hong Kong SAR,0.53
11248,2012-03-31,Croatia,0.85
11249,2012-03-31,Hungary,-6.87
11250,2012-03-31,Indonesia,-0.07
11251,2012-03-31,Ireland,-19.84
11252,2012-03-31,Israel,0.39
11253,2012-03-31,India,17.02
11254,2012-03-31,Iceland,0.85
11255,2012-03-31,Italy,-3.31
11256,2012-03-31,Japan,-0.81
11257,2012-03-31,Korea,2.7
11258,2012-03-31,Lithuania,-2.58
11259,2012-03-31,Luxembourg,1.61
11260,2012-03-31,Latvia,-0.81
11261,2012-03-31,Morocco,0.14
11262,2012-03-31,"Macedonia, FYR",-0.75
11263,2012-03-31,Malta,-0.05
11264,2012-03-31,Mexico,2.18
11265,2012-03-31,Malaysia,10.17
11266,2012-03-31,Netherlands,-7.69
11267,2012-03-31,Norway,5.44
11268,2012-03-31,New Zealand,1.59
11269,2012-03-31,Peru,17.55
11270,2012-03-31,Philippines,7.14
11271,2012-03-31,Poland,-6.15
11272,2012-03-31,Portugal,-11.2
11273,2012-03-31,Romania,-9.96
11274,2012-03-31,Serbia,-10.78
11275,2012-03-31,Russia,8.26
11276,2012-03-31,Sweden,-2.05
11277,2012-03-31,Singapore,-1.37
11278,2012-03-31,Slovenia,-9.34
11279,2012-03-31,Slovak Republic,-6.66
11280,2012-03-31,Thailand,-1.36
11281,2012-03-31,Turkey,1.25
11282,2012-03-31,United States,-1.57
11283,2012-03-31,Euro area,-3.26
11284,2012-03-31,South Africa,-0.16
11285,2012-06-30,Emerging market economies,2.38
11286,2012-06-30,Advanced economies,-0.49
11287,2012-06-30,United Arab Emirates,10.77
11288,2012-06-30,Austria,13.01
11289,2012-06-30,Australia,-2.75
11290,2012-06-30,Belgium,-0.12
11291,2012-06-30,Bulgaria,-3.14
11292,2012-06-30,Brazil,6.93
11293,2012-06-30,Canada,2.98
11294,2012-06-30,Switzerland,4.64
11295,2012-06-30,Chile,1.04
11296,2012-06-30,China,-3.88
11297,2012-06-30,Colombia,7.31
11298,2012-06-30,Cyprus,-8.22
11299,2012-06-30,Czech Republic,-5.18
11300,2012-06-30,Germany,1.57
11301,2012-06-30,Denmark,-7.44
11302,2012-06-30,Estonia,3.53
11303,2012-06-30,Spain,-17.58
11304,2012-06-30,Finland,-1.12
11305,2012-06-30,France,-2.15
11306,2012-06-30,United Kingdom,-2.06
11307,2012-06-30,Greece,-12.17
11308,2012-06-30,Hong Kong SAR,4.48
11309,2012-06-30,Croatia,-3.92
11310,2012-06-30,Hungary,-9.29
11311,2012-06-30,Indonesia,-0.65
11312,2012-06-30,Ireland,-17.5
11313,2012-06-30,Israel,-0.45
11314,2012-06-30,India,14.31
11315,2012-06-30,Iceland,1.8
11316,2012-06-30,Italy,-5.15
11317,2012-06-30,Japan,-1.24
11318,2012-06-30,Korea,1.17
11319,2012-06-30,Lithuania,-3.56
11320,2012-06-30,Luxembourg,1.49
11321,2012-06-30,Latvia,-0.28
11322,2012-06-30,Morocco,-0.25
11323,2012-06-30,"Macedonia, FYR",-3.77
11324,2012-06-30,Malta,-3.53
11325,2012-06-30,Mexico,2.48
11326,2012-06-30,Malaysia,11.55
11327,2012-06-30,Netherlands,-7.72
11328,2012-06-30,Norway,6.44
11329,2012-06-30,New Zealand,3.02
11330,2012-06-30,Peru,21.51
11331,2012-06-30,Philippines,5.67
11332,2012-06-30,Poland,-7.21
11333,2012-06-30,Portugal,-10.78
11334,2012-06-30,Romania,-8.15
11335,2012-06-30,Serbia,-6.84
11336,2012-06-30,Russia,10.12
11337,2012-06-30,Sweden,-0.96
11338,2012-06-30,Singapore,-3.16
11339,2012-06-30,Slovenia,-7.95
11340,2012-06-30,Slovak Republic,-5.8
11341,2012-06-30,Thailand,-2.1
11342,2012-06-30,Turkey,1.77
11343,2012-06-30,United States,2.17
11344,2012-06-30,Euro area,-3.69
11345,2012-06-30,South Africa,1.07
11346,2012-09-30,Emerging market economies,2.53
11347,2012-09-30,Advanced economies,-0.06
11348,2012-09-30,United Arab Emirates,13.32
11349,2012-09-30,Austria,9.36
11350,2012-09-30,Australia,-1.96
11351,2012-09-30,Belgium,-0.84
11352,2012-09-30,Bulgaria,-4.75
11353,2012-09-30,Brazil,5.37
11354,2012-09-30,Canada,2.46
11355,2012-09-30,Switzerland,5.49
11356,2012-09-30,Chile,3.13
11357,2012-09-30,China,-3.02
11358,2012-09-30,Colombia,5.37
11359,2012-09-30,Cyprus,-7.93
11360,2012-09-30,Czech Republic,-4.69
11361,2012-09-30,Germany,0.67
11362,2012-09-30,Denmark,-4.18
11363,2012-09-30,Estonia,4.47
11364,2012-09-30,Spain,-18.36
11365,2012-09-30,Finland,-0.81
11366,2012-09-30,France,-3.4
11367,2012-09-30,United Kingdom,-1.78
11368,2012-09-30,Greece,-13.73
11369,2012-09-30,Hong Kong SAR,10.82
11370,2012-09-30,Croatia,-5.86
11371,2012-09-30,Hungary,-9.35
11372,2012-09-30,Indonesia,0.2
11373,2012-09-30,Ireland,-9.82
11374,2012-09-30,Israel,0.79
11375,2012-09-30,India,14.22
11376,2012-09-30,Iceland,2.19
11377,2012-09-30,Italy,-6.7
11378,2012-09-30,Japan,-1.05
11379,2012-09-30,Korea,0.25
11380,2012-09-30,Lithuania,-2.78
11381,2012-09-30,Luxembourg,1.66
11382,2012-09-30,Latvia,-0.44
11383,2012-09-30,Morocco,0.03
11384,2012-09-30,"Macedonia, FYR",-6.71
11385,2012-09-30,Malta,3.01
11386,2012-09-30,Mexico,-0.76
11387,2012-09-30,Malaysia,11.7
11388,2012-09-30,Netherlands,-10.95
11389,2012-09-30,Norway,6.69
11390,2012-09-30,New Zealand,3.97
11391,2012-09-30,Peru,16.23
11392,2012-09-30,Philippines,4.55
11393,2012-09-30,Poland,-7.37
11394,2012-09-30,Portugal,-10.29
11395,2012-09-30,Romania,-8.49
11396,2012-09-30,Serbia,-6.21
11397,2012-09-30,Russia,9.75
11398,2012-09-30,Sweden,0.55
11399,2012-09-30,Singapore,-2.85
11400,2012-09-30,Slovenia,-8.61
11401,2012-09-30,Slovak Republic,-5.8
11402,2012-09-30,Thailand,0.63
11403,2012-09-30,Turkey,3.15
11404,2012-09-30,United States,3.94
11405,2012-09-30,Euro area,-4.76
11406,2012-09-30,South Africa,1.18
11407,2012-12-31,Emerging market economies,3.33
11408,2012-12-31,Advanced economies,1.11
11409,2012-12-31,United Arab Emirates,16.26
11410,2012-12-31,Austria,8.47
11411,2012-12-31,Australia,0.8
11412,2012-12-31,Belgium,-1.28
11413,2012-12-31,Bulgaria,-5.28
11414,2012-12-31,Brazil,4.24
11415,2012-12-31,Canada,2.02
11416,2012-12-31,Switzerland,4.14
11417,2012-12-31,Chile,5.0
11418,2012-12-31,China,-2.53
11419,2012-12-31,Colombia,8.29
11420,2012-12-31,Cyprus,-5.98
11421,2012-12-31,Czech Republic,-3.51
11422,2012-12-31,Germany,1.38
11423,2012-12-31,Denmark,-0.88
11424,2012-12-31,Estonia,2.04
11425,2012-12-31,Spain,-15.36
11426,2012-12-31,Finland,0.5
11427,2012-12-31,France,-3.54
11428,2012-12-31,United Kingdom,-1.61
11429,2012-12-31,Greece,-13.75
11430,2012-12-31,Hong Kong SAR,19.55
11431,2012-12-31,Croatia,-10.02
11432,2012-12-31,Hungary,-10.01
11433,2012-12-31,Indonesia,2.8
11434,2012-12-31,Ireland,-4.17
11435,2012-12-31,Israel,5.3
11436,2012-12-31,India,16.6
11437,2012-12-31,Iceland,0.26
11438,2012-12-31,Italy,-7.5
11439,2012-12-31,Japan,-0.19
11440,2012-12-31,Korea,-1.4
11441,2012-12-31,Lithuania,-3.96
11442,2012-12-31,Luxembourg,1.24
11443,2012-12-31,Latvia,4.44
11444,2012-12-31,Morocco,0.51
11445,2012-12-31,"Macedonia, FYR",-8.11
11446,2012-12-31,Malta,3.06
11447,2012-12-31,Mexico,-1.17
11448,2012-12-31,Malaysia,12.83
11449,2012-12-31,Netherlands,-9.47
11450,2012-12-31,Norway,5.59
11451,2012-12-31,New Zealand,5.86
11452,2012-12-31,Peru,14.86
11453,2012-12-31,Philippines,4.85
11454,2012-12-31,Poland,-7.2
11455,2012-12-31,Portugal,-5.87
11456,2012-12-31,Romania,-5.59
11457,2012-12-31,Serbia,-10.35
11458,2012-12-31,Russia,9.7
11459,2012-12-31,Sweden,3.7
11460,2012-12-31,Singapore,-1.16
11461,2012-12-31,Slovenia,-11.11
11462,2012-12-31,Slovak Republic,-6.12
11463,2012-12-31,Thailand,4.07
11464,2012-12-31,Turkey,4.44
11465,2012-12-31,United States,5.92
11466,2012-12-31,Euro area,-4.21
11467,2012-12-31,South Africa,0.09
11468,2013-03-31,Emerging market economies,3.11
11469,2013-03-31,Advanced economies,1.8
11470,2013-03-31,United Arab Emirates,15.93
11471,2013-03-31,Austria,2.36
11472,2013-03-31,Australia,0.58
11473,2013-03-31,Belgium,-0.21
11474,2013-03-31,Bulgaria,-5.64
11475,2013-03-31,Brazil,3.14
11476,2013-03-31,Canada,1.24
11477,2013-03-31,Switzerland,3.62
11478,2013-03-31,Chile,7.86
11479,2013-03-31,China,-0.55
11480,2013-03-31,Colombia,10.61
11481,2013-03-31,Cyprus,-6.6
11482,2013-03-31,Czech Republic,-2.09
11483,2013-03-31,Germany,1.82
11484,2013-03-31,Denmark,1.47
11485,2013-03-31,Estonia,4.06
11486,2013-03-31,Spain,-15.04
11487,2013-03-31,Finland,0.25
11488,2013-03-31,France,-2.93
11489,2013-03-31,United Kingdom,-1.35
11490,2013-03-31,Greece,-11.5
11491,2013-03-31,Hong Kong SAR,23.65
11492,2013-03-31,Croatia,-9.63
11493,2013-03-31,Hungary,-8.53
11494,2013-03-31,Indonesia,6.24
11495,2013-03-31,Ireland,-4.96
11496,2013-03-31,Israel,8.18
11497,2013-03-31,India,13.94
11498,2013-03-31,Iceland,0.24
11499,2013-03-31,Italy,-7.78
11500,2013-03-31,Japan,0.19
11501,2013-03-31,Korea,-1.98
11502,2013-03-31,Lithuania,-2.22
11503,2013-03-31,Luxembourg,3.2
11504,2013-03-31,Latvia,4.41
11505,2013-03-31,Morocco,-0.06
11506,2013-03-31,"Macedonia, FYR",-8.48
11507,2013-03-31,Malta,-1.07
11508,2013-03-31,Mexico,-0.74
11509,2013-03-31,Malaysia,9.37
11510,2013-03-31,Netherlands,-10.32
11511,2013-03-31,Norway,4.97
11512,2013-03-31,New Zealand,6.78
11513,2013-03-31,Peru,16.4
11514,2013-03-31,Philippines,3.92
11515,2013-03-31,Poland,-7.09
11516,2013-03-31,Portugal,-4.73
11517,2013-03-31,Romania,-6.0
11518,2013-03-31,Serbia,-15.56
11519,2013-03-31,Russia,0.71
11520,2013-03-31,Sweden,4.27
11521,2013-03-31,Singapore,-0.44
11522,2013-03-31,Slovenia,-6.48
11523,2013-03-31,Slovak Republic,-2.12
11524,2013-03-31,Thailand,3.73
11525,2013-03-31,Turkey,4.26
11526,2013-03-31,United States,7.69
11527,2013-03-31,Euro area,-4.34
11528,2013-03-31,South Africa,-0.51
11529,2013-06-30,Emerging market economies,3.48
11530,2013-06-30,Advanced economies,2.61
11531,2013-06-30,United Arab Emirates,15.14
11532,2013-06-30,Austria,2.76
11533,2013-06-30,Australia,2.82
11534,2013-06-30,Belgium,-0.05
11535,2013-06-30,Bulgaria,-4.32
11536,2013-06-30,Brazil,2.66
11537,2013-06-30,Canada,1.27
11538,2013-06-30,Switzerland,5.62
11539,2013-06-30,Chile,5.87
11540,2013-06-30,China,2.81
11541,2013-06-30,Colombia,8.15
11542,2013-06-30,Cyprus,-5.21
11543,2013-06-30,Czech Republic,-1.4
11544,2013-06-30,Germany,1.73
11545,2013-06-30,Denmark,3.99
11546,2013-06-30,Estonia,4.63
11547,2013-06-30,Spain,-12.12
11548,2013-06-30,Finland,-0.09
11549,2013-06-30,France,-2.97
11550,2013-06-30,United Kingdom,-1.07
11551,2013-06-30,Greece,-11.55
11552,2013-06-30,Hong Kong SAR,14.64
11553,2013-06-30,Croatia,-6.9
11554,2013-06-30,Hungary,-4.01
11555,2013-06-30,Indonesia,6.71
11556,2013-06-30,Ireland,0.5
11557,2013-06-30,Israel,8.07
11558,2013-06-30,India,8.9
11559,2013-06-30,Iceland,1.5
11560,2013-06-30,Italy,-6.98
11561,2013-06-30,Japan,2.0
11562,2013-06-30,Korea,-2.0
11563,2013-06-30,Lithuania,1.13
11564,2013-06-30,Luxembourg,2.79
11565,2013-06-30,Latvia,7.98
11566,2013-06-30,Morocco,-1.25
11567,2013-06-30,"Macedonia, FYR",-7.67
11568,2013-06-30,Malta,-0.92
11569,2013-06-30,Mexico,-0.49
11570,2013-06-30,Malaysia,9.51
11571,2013-06-30,Netherlands,-10.5
11572,2013-06-30,Norway,3.72
11573,2013-06-30,New Zealand,8.29
11574,2013-06-30,Peru,10.52
11575,2013-06-30,Philippines,6.93
11576,2013-06-30,Poland,-5.91
11577,2013-06-30,Portugal,-3.13
11578,2013-06-30,Romania,-5.73
11579,2013-06-30,Serbia,-16.25
11580,2013-06-30,Russia,-2.07
11581,2013-06-30,Sweden,5.08
11582,2013-06-30,Singapore,2.46
11583,2013-06-30,Slovenia,-6.07
11584,2013-06-30,Slovak Republic,-0.46
11585,2013-06-30,Thailand,6.46
11586,2013-06-30,Turkey,4.91
11587,2013-06-30,United States,8.24
11588,2013-06-30,Euro area,-3.57
11589,2013-06-30,South Africa,-0.8
11590,2013-09-30,Emerging market economies,4.0
11591,2013-09-30,Advanced economies,3.14
11592,2013-09-30,United Arab Emirates,18.29
11593,2013-09-30,Austria,2.82
11594,2013-09-30,Australia,5.8
11595,2013-09-30,Belgium,0.18
11596,2013-09-30,Bulgaria,-2.5
11597,2013-09-30,Brazil,2.85
11598,2013-09-30,Canada,1.64
11599,2013-09-30,Switzerland,4.12
11600,2013-09-30,Chile,6.04
11601,2013-09-30,China,4.58
11602,2013-09-30,Colombia,7.52
11603,2013-09-30,Cyprus,-6.22
11604,2013-09-30,Czech Republic,-1.03
11605,2013-09-30,Germany,2.11
11606,2013-09-30,Denmark,4.01
11607,2013-09-30,Estonia,8.06
11608,2013-09-30,Spain,-7.54
11609,2013-09-30,Finland,-0.03
11610,2013-09-30,France,-2.89
11611,2013-09-30,United Kingdom,0.16
11612,2013-09-30,Greece,-9.25
11613,2013-09-30,Hong Kong SAR,10.22
11614,2013-09-30,Croatia,-5.47
11615,2013-09-30,Hungary,-2.72
11616,2013-09-30,Indonesia,5.08
11617,2013-09-30,Ireland,4.09
11618,2013-09-30,Israel,7.75
11619,2013-09-30,India,7.72
11620,2013-09-30,Iceland,1.92
11621,2013-09-30,Italy,-6.79
11622,2013-09-30,Japan,1.61
11623,2013-09-30,Korea,-1.95
11624,2013-09-30,Lithuania,-0.8
11625,2013-09-30,Luxembourg,3.92
11626,2013-09-30,Latvia,6.55
11627,2013-09-30,Morocco,-1.71
11628,2013-09-30,"Macedonia, FYR",-4.23
11629,2013-09-30,Malta,-3.16
11630,2013-09-30,Mexico,0.92
11631,2013-09-30,Malaysia,10.86
11632,2013-09-30,Netherlands,-6.3
11633,2013-09-30,Norway,0.13
11634,2013-09-30,New Zealand,8.79
11635,2013-09-30,Peru,16.03
11636,2013-09-30,Philippines,10.31
11637,2013-09-30,Poland,-5.22
11638,2013-09-30,Portugal,-1.35
11639,2013-09-30,Romania,-2.63
11640,2013-09-30,Serbia,-12.24
11641,2013-09-30,Russia,-3.59
11642,2013-09-30,Sweden,5.78
11643,2013-09-30,Singapore,2.03
11644,2013-09-30,Slovenia,-9.55
11645,2013-09-30,Slovak Republic,-1.0
11646,2013-09-30,Thailand,8.82
11647,2013-09-30,Turkey,4.06
11648,2013-09-30,United States,8.55
11649,2013-09-30,Euro area,-2.61
11650,2013-09-30,South Africa,-0.41
11651,2013-12-31,Emerging market economies,3.16
11652,2013-12-31,Advanced economies,3.54
11653,2013-12-31,United Arab Emirates,22.11
11654,2013-12-31,Austria,2.49
11655,2013-12-31,Australia,7.02
11656,2013-12-31,Belgium,0.33
11657,2013-12-31,Bulgaria,0.3
11658,2013-12-31,Brazil,2.71
11659,2013-12-31,Canada,3.03
11660,2013-12-31,Switzerland,3.58
11661,2013-12-31,Chile,5.24
11662,2013-12-31,China,6.0
11663,2013-12-31,Colombia,4.46
11664,2013-12-31,Cyprus,-6.63
11665,2013-12-31,Czech Republic,-1.04
11666,2013-12-31,Germany,1.09
11667,2013-12-31,Denmark,2.89
11668,2013-12-31,Estonia,13.89
11669,2013-12-31,Spain,-6.41
11670,2013-12-31,Finland,-0.97
11671,2013-12-31,France,-2.17
11672,2013-12-31,United Kingdom,2.26
11673,2013-12-31,Greece,-7.61
11674,2013-12-31,Hong Kong SAR,4.06
11675,2013-12-31,Croatia,-1.94
11676,2013-12-31,Hungary,-1.44
11677,2013-12-31,Indonesia,3.23
11678,2013-12-31,Ireland,6.29
11679,2013-12-31,Israel,5.82
11680,2013-12-31,India,1.38
11681,2013-12-31,Iceland,4.68
11682,2013-12-31,Italy,-5.97
11683,2013-12-31,Japan,1.32
11684,2013-12-31,Korea,-0.95
11685,2013-12-31,Lithuania,2.59
11686,2013-12-31,Luxembourg,2.9
11687,2013-12-31,Latvia,8.52
11688,2013-12-31,Morocco,-0.79
11689,2013-12-31,"Macedonia, FYR",-4.78
11690,2013-12-31,Malta,-1.79
11691,2013-12-31,Mexico,0.4
11692,2013-12-31,Malaysia,6.2
11693,2013-12-31,Netherlands,-5.9
11694,2013-12-31,Norway,-1.25
11695,2013-12-31,New Zealand,7.44
11696,2013-12-31,Peru,12.18
11697,2013-12-31,Philippines,11.01
11698,2013-12-31,Poland,-3.68
11699,2013-12-31,Portugal,0.68
11700,2013-12-31,Romania,-1.83
11701,2013-12-31,Serbia,-3.9
11702,2013-12-31,Russia,-5.85
11703,2013-12-31,Sweden,6.94
11704,2013-12-31,Singapore,-0.87
11705,2013-12-31,Slovenia,-5.43
11706,2013-12-31,Slovak Republic,1.69
11707,2013-12-31,Thailand,3.24
11708,2013-12-31,Turkey,6.1
11709,2013-12-31,United States,8.84
11710,2013-12-31,Euro area,-2.24
11711,2013-12-31,South Africa,2.25
11712,2014-03-31,Emerging market economies,3.41
11713,2014-03-31,Advanced economies,3.52
11714,2014-03-31,United Arab Emirates,31.79
11715,2014-03-31,Austria,2.41
11716,2014-03-31,Australia,7.61
11717,2014-03-31,Belgium,-2.34
11718,2014-03-31,Bulgaria,3.14
11719,2014-03-31,Brazil,2.35
11720,2014-03-31,Canada,3.74
11721,2014-03-31,Switzerland,2.22
11722,2014-03-31,Chile,2.85
11723,2014-03-31,China,5.8
11724,2014-03-31,Colombia,5.44
11725,2014-03-31,Cyprus,-7.05
11726,2014-03-31,Czech Republic,1.33
11727,2014-03-31,Germany,1.2
11728,2014-03-31,Denmark,2.98
11729,2014-03-31,Estonia,16.78
11730,2014-03-31,Spain,-1.61
11731,2014-03-31,Finland,-1.5
11732,2014-03-31,France,-2.26
11733,2014-03-31,United Kingdom,4.61
11734,2014-03-31,Greece,-7.87
11735,2014-03-31,Hong Kong SAR,-1.24
11736,2014-03-31,Croatia,-1.93
11737,2014-03-31,Hungary,0.91
11738,2014-03-31,Indonesia,0.15
11739,2014-03-31,Ireland,12.5
11740,2014-03-31,Israel,6.24
11741,2014-03-31,India,4.26
11742,2014-03-31,Iceland,7.08
11743,2014-03-31,Italy,-5.42
11744,2014-03-31,Japan,1.53
11745,2014-03-31,Korea,-0.33
11746,2014-03-31,Lithuania,3.68
11747,2014-03-31,Luxembourg,1.37
11748,2014-03-31,Latvia,10.12
11749,2014-03-31,Morocco,-1.17
11750,2014-03-31,"Macedonia, FYR",-3.45
11751,2014-03-31,Malta,0.63
11752,2014-03-31,Mexico,0.82
11753,2014-03-31,Malaysia,6.54
11754,2014-03-31,Netherlands,-2.33
11755,2014-03-31,Norway,-1.74
11756,2014-03-31,New Zealand,6.28
11757,2014-03-31,Peru,12.75
11758,2014-03-31,Philippines,9.04
11759,2014-03-31,Poland,-1.43
11760,2014-03-31,Portugal,4.15
11761,2014-03-31,Romania,-3.62
11762,2014-03-31,Serbia,2.67
11763,2014-03-31,Russia,-6.14
11764,2014-03-31,Sweden,8.42
11765,2014-03-31,Singapore,-1.7
11766,2014-03-31,Slovenia,-7.1
11767,2014-03-31,Slovak Republic,-0.15
11768,2014-03-31,Thailand,3.13
11769,2014-03-31,Turkey,4.6
11770,2014-03-31,United States,7.32
11771,2014-03-31,Euro area,-1.08
11772,2014-03-31,South Africa,2.31
11773,2014-06-30,Emerging market economies,2.78
11774,2014-06-30,Advanced economies,2.29
11775,2014-06-30,United Arab Emirates,33.34
11776,2014-06-30,Austria,3.01
11777,2014-06-30,Australia,6.9
11778,2014-06-30,Belgium,-1.35
11779,2014-06-30,Bulgaria,2.38
11780,2014-06-30,Brazil,0.93
11781,2014-06-30,Canada,3.02
11782,2014-06-30,Switzerland,1.96
11783,2014-06-30,Chile,0.78
11784,2014-06-30,China,3.06
11785,2014-06-30,Colombia,4.7
11786,2014-06-30,Cyprus,-7.84
11787,2014-06-30,Czech Republic,1.64
11788,2014-06-30,Germany,1.38
11789,2014-06-30,Denmark,3.22
11790,2014-06-30,Estonia,14.5
11791,2014-06-30,Spain,0.61
11792,2014-06-30,Finland,-1.21
11793,2014-06-30,France,-1.78
11794,2014-06-30,United Kingdom,6.25
11795,2014-06-30,Greece,-6.84
11796,2014-06-30,Hong Kong SAR,-0.98
11797,2014-06-30,Croatia,-0.38
11798,2014-06-30,Hungary,3.0
11799,2014-06-30,Indonesia,0.29
11800,2014-06-30,Ireland,17.45
11801,2014-06-30,Israel,6.88
11802,2014-06-30,India,7.8
11803,2014-06-30,Iceland,5.95
11804,2014-06-30,Italy,-5.39
11805,2014-06-30,Japan,-2.04
11806,2014-06-30,Korea,-0.22
11807,2014-06-30,Lithuania,6.38
11808,2014-06-30,Luxembourg,4.01
11809,2014-06-30,Latvia,7.02
11810,2014-06-30,Morocco,0.52
11811,2014-06-30,"Macedonia, FYR",0.5
11812,2014-06-30,Malta,3.09
11813,2014-06-30,Mexico,-0.22
11814,2014-06-30,Malaysia,6.56
11815,2014-06-30,Netherlands,0.28
11816,2014-06-30,Norway,-0.48
